acceptance_reasons,challenger_selection_reason,cost_converged,improvement_over_original,instance_id,matrix_disagreement_from_original,matrix_stable,matrix_target_accepted,max_customer_membership_instability,max_near_best_matrix_disagreement,mean_near_best_matrix_disagreement,n_customers,near_best_seed_count,needs_review,original_cost,ortools_beats_pyvrp,ortools_checked,ortools_cost,ortools_feasible,pyvrp_best_cost,pyvrp_candidate_count,pyvrp_feasible_count,pyvrp_seed_spread_relative,pyvrp_worst_cost,reference_accepted,reference_base_seed,reference_cost,reference_derived_seed,reference_num_vehicles,reference_route_hash,reference_runtime_seconds,reference_solver,reference_time_budget,relative_improvement_over_original,source_file,vehicle_count_delta_from_original
"[""pyvrp_cost_not_converged"", ""route_membership_ambiguous""]",unstable_cost,False,0.1780855713292251,cvrp_s7799_n20-50-100_x66667_cvrp100_11550,0.09070707070707071,False,False,0.0,0.0,0.0,100,1,True,13.277839853279666,False,True,14.601496077594943,True,13.09975428195044,4,4,0.003335666510388344,13.143450693603059,False,9102,13.09975428195044,1781273703,10,ec3b0ead3f53c1dc2316c6e71ee88ccec354d4b75df87169b15cdc0ea7bab562,40.087807600000815,pyvrp,40.0,0.013412239739074532,cvrp100_11550.json,0
"[""pyvrp_cost_not_converged""]",unstable_cost,False,0.2498183001349954,cvrp_s7799_n20-50-100_x66667_cvrp100_1169,0.07535353535353535,True,False,0.0,0.0,0.0,100,3,True,13.64021936767425,False,True,14.506058866877424,True,13.390401067539255,4,4,0.0056050377323574475,13.465454770774212,False,9101,13.390401067539255,3545414678,10,f5ba8e84a0697b125161086b686a5244218c24f614bb9734de1b9e18113ba999,40.06505919999836,pyvrp,40.0,0.01831483009188518,cvrp100_1169.json,0
"[""pyvrp_cost_not_converged"", ""route_membership_ambiguous""]",unstable_cost,False,0.5901938927399293,cvrp_s7799_n20-50-100_x66667_cvrp100_11794,0.12525252525252525,False,False,0.0,0.0,0.0,100,1,True,18.461055203479486,False,True,19.622197618861776,True,17.870861310739556,4,4,0.002060502573504381,17.907684266461075,False,9104,17.870861310739556,2645741301,10,10cef56182e29de264351adf0dec5d561c77a06c9431031e17c268b8d28047ca,40.15131619999738,pyvrp,40.0,0.031969672710186754,cvrp100_11794.json,0
"[""route_membership_ambiguous""]",unstable_matrix,True,0.3250462481980687,cvrp_s7799_n20-50-100_x66667_cvrp100_12053,0.07434343434343435,False,False,0.26,0.08161616161616161,0.056868686868686874,100,4,True,15.865397944302272,False,True,16.06229883580429,True,15.540351696104203,4,4,0.0004935235936497275,15.548021226319845,True,9101,15.540351696104203,1772770617,10,945a4cf3da70873cd0bc8aa3b15ac843c9b9482b285fca76efa86bad7dc79410,40.079965699998866,pyvrp,40.0,0.020487746310504762,cvrp100_12053.json,0
"[""accepted""]",not_selected,True,0.37299462172634534,cvrp_s7799_n20-50-100_x66667_cvrp100_12156,0.06828282828282828,True,True,0.19,0.011515151515151515,0.007676767676767677,100,3,False,16.87708796052218,False,False,,False,16.504093338795833,4,4,0.0016282805501684687,16.53096663297756,True,9102,16.504093338795833,1155917731,11,3e5bbdc07688b8d7ab44ea14affefeecb0b1ab9f168a4f4a7de93dd4d22ee3f4,40.086055799998576,pyvrp,40.0,0.022100650455743956,cvrp100_12156.json,0
"[""accepted""]",not_selected,True,0.21644893219911054,cvrp_s7799_n20-50-100_x66667_cvrp100_12195,0.09434343434343434,True,True,0.2,0.027878787878787878,0.018585858585858584,100,3,False,16.98036977662088,False,False,,False,16.76392084442177,4,4,0.002700809463249158,16.809197000479543,True,9101,16.76392084442177,825787551,10,044ed45cb71de30cbee06f66f8074a544ee5f95abf9842189524c7e2ae455da1,40.08780520000073,pyvrp,40.0,0.012747009343525864,cvrp100_12195.json,0
"[""pyvrp_cost_not_converged"", ""route_membership_ambiguous""]",unstable_cost,False,0.2925656001781931,cvrp_s7799_n20-50-100_x66667_cvrp100_1221,0.09515151515151515,False,False,0.0,0.0,0.0,100,1,True,17.828947771224637,False,True,18.60918526094163,True,17.536382171046444,4,4,0.003392484866352556,17.595874082172294,False,9104,17.536382171046444,2290288475,10,cd8b089c87de6141fa39d9c7dc43eeecc29985e9bca7c747b44679acc551075d,40.08899400000155,pyvrp,40.0,0.01640958310789293,cvrp100_1221.json,0
"[""accepted""]",not_selected,True,0.1479766729803771,cvrp_s7799_n20-50-100_x66667_cvrp100_12522,0.09292929292929293,True,True,0.14,0.019797979797979797,0.009898989898989899,100,4,False,16.69259400564612,False,False,,False,16.544617332665744,4,4,0.00016366104846994302,16.547325042084942,True,9102,16.544617332665744,2938251783,11,48faf982b1d593b2e36520354676d4f5b83b7b8d0443615a330208668f285962,40.10128850000183,pyvrp,40.0,0.00886480992291104,cvrp100_12522.json,0
"[""route_membership_ambiguous""]",unstable_matrix,True,0.24348156081406458,cvrp_s7799_n20-50-100_x66667_cvrp100_12665,0.11777777777777777,False,False,0.21,0.0595959595959596,0.03973063973063973,100,3,True,16.416928026411032,False,True,16.807178152815425,True,16.173446465596967,4,4,0.004236943178706287,16.24197243927555,True,9101,16.173446465596967,466352390,10,2c3520eb91f6996aa3efbc17e03b30caaf25cadb17c8ad12680b2ccac9ae081b,40.09162290000313,pyvrp,40.0,0.014831127993151897,cvrp100_12665.json,0
"[""accepted""]",stable_control,True,0.268774197505822,cvrp_s7799_n20-50-100_x66667_cvrp100_1279,0.07797979797979798,True,True,0.0,0.0,0.0,100,4,False,14.936163026344355,False,True,15.715331899253377,True,14.667388828838533,4,4,4.844371033261589e-16,14.66738882883854,True,9101,14.667388828838533,1045962608,10,caf3dd669748e4ec5513da8757290eba84293cd08ae90cdbbe116ffa2b1cfb9b,40.09472579999783,pyvrp,40.0,0.01799486233725214,cvrp100_1279.json,0
"[""route_membership_ambiguous""]",unstable_matrix,True,0.632289650061292,cvrp_s7799_n20-50-100_x66667_cvrp100_12908,0.08161616161616161,False,False,0.22,0.06828282828282828,0.06060606060606061,100,3,True,19.141387291240566,False,True,19.64362219494299,True,18.509097641179274,4,4,0.00476163349571341,18.597231180482943,True,9104,18.509097641179274,3862947650,11,d8147c59dbfc617d5d4ef6973f5fa180cc7eeef9f7c849ff068e714e47f8010a,40.099028700002236,pyvrp,40.0,0.033032592697742384,cvrp100_12908.json,0
"[""accepted""]",not_selected,True,0.1574517864380418,cvrp_s7799_n20-50-100_x66667_cvrp100_12923,0.08545454545454545,True,True,0.16,0.0032323232323232323,0.0021548821548821547,100,4,False,14.561714002587209,False,False,,False,14.404262216149167,4,4,5.628242730321e-07,14.404270323217577,True,9102,14.404262216149167,4066303705,11,1742da93b82b0df6e1a4a4c89236e95687f0d43dd6cd0f2d0f00bc40fa6170bd,40.09169660000043,pyvrp,40.0,0.010812723447944867,cvrp100_12923.json,0
